subjects_year,Freq,year,prop
Economic conditions -- Newfoundland & Labrador Canada,1,2014,1.5979546180888463e-4
Economic conditions -- United States--US,1,2014,1.5979546180888463e-4
Economic forecasts,1,2014,1.5979546180888463e-4
Economics,1,2014,1.5979546180888463e-4
Ecuador,1,2014,1.5979546180888463e-4
Editorials -- Australia,1,2014,1.5979546180888463e-4
Editorials -- Citizenship,1,2014,1.5979546180888463e-4
Editorials -- Democratic Party,1,2014,1.5979546180888463e-4
Editorials -- Immigration policy,1,2014,1.5979546180888463e-4
Editorials -- Japan,1,2014,1.5979546180888463e-4
Editorials -- Language policy,1,2014,1.5979546180888463e-4
"Editorials -- Obama, Barack",1,2014,1.5979546180888463e-4
Editorials -- Political leadership,1,2014,1.5979546180888463e-4
"Editorials -- Snyder, Rick",1,2014,1.5979546180888463e-4
Education policy,1,2014,1.5979546180888463e-4
Education reform,1,2014,1.5979546180888463e-4
Eggs,1,2014,1.5979546180888463e-4
Egypt,1,2014,1.5979546180888463e-4
Egyptian civilization,1,2014,1.5979546180888463e-4
El Cajon California,1,2014,1.5979546180888463e-4
El Monte California,1,2014,1.5979546180888463e-4
Elections -- Brazil,1,2014,1.5979546180888463e-4
Elections -- Colorado,1,2014,1.5979546180888463e-4
Elections -- Europe,1,2014,1.5979546180888463e-4
Elections -- India,1,2014,1.5979546180888463e-4
Elections -- Switzerland,1,2014,1.5979546180888463e-4
Electric rates,1,2014,1.5979546180888463e-4
Electronic book readers,1,2014,1.5979546180888463e-4
Elementary schools,1,2014,1.5979546180888463e-4
Elephants,1,2014,1.5979546180888463e-4
Eligibility,1,2014,1.5979546180888463e-4
"Elizabeth II, Queen of Great Britain",1,2014,1.5979546180888463e-4
Ellis Island,1,2014,1.5979546180888463e-4
Emergency communications systems,1,2014,1.5979546180888463e-4
Emergency preparedness,1,2014,1.5979546180888463e-4
Employee benefits,1,2014,1.5979546180888463e-4
Employees,1,2014,1.5979546180888463e-4
Energy policy,1,2014,1.5979546180888463e-4
"Enos, Ryan",1,2014,1.5979546180888463e-4
Environmental cleanup,1,2014,1.5979546180888463e-4
Environmental conditions,1,2014,1.5979546180888463e-4
Environmentalists,1,2014,1.5979546180888463e-4
Epidemics,1,2014,1.5979546180888463e-4
Epidemiology,1,2014,1.5979546180888463e-4
Eritrea,1,2014,1.5979546180888463e-4
Espionage,1,2014,1.5979546180888463e-4
Estonia,1,2014,1.5979546180888463e-4
Euro,1,2014,1.5979546180888463e-4
European history,1,2014,1.5979546180888463e-4
Evictions,1,2014,1.5979546180888463e-4
Exile,1,2014,1.5979546180888463e-4
Explosions,1,2014,1.5979546180888463e-4
Extracurricular activities,1,2014,1.5979546180888463e-4
Facilities planning,1,2014,1.5979546180888463e-4
Fads,1,2014,1.5979546180888463e-4
Family law,1,2014,1.5979546180888463e-4
Family owned businesses,1,2014,1.5979546180888463e-4
"Farage, Nigel",1,2014,1.5979546180888463e-4
Farmers Branch Texas,1,2014,1.5979546180888463e-4
Fast food industry,1,2014,1.5979546180888463e-4
Fasting,1,2014,1.5979546180888463e-4
"Faust, Drew Gilpin",1,2014,1.5979546180888463e-4
Federal aid,1,2014,1.5979546180888463e-4
Federal employees,1,2014,1.5979546180888463e-4
"Feeney, Charles F",1,2014,1.5979546180888463e-4
Fees & charges,1,2014,1.5979546180888463e-4
Feminism,1,2014,1.5979546180888463e-4
Fertilizers,1,2014,1.5979546180888463e-4
Fetuses,1,2014,1.5979546180888463e-4
Fiduciary responsibility,1,2014,1.5979546180888463e-4
Film adaptations,1,2014,1.5979546180888463e-4
"Filner, Bob",1,2014,1.5979546180888463e-4
Financial planners,1,2014,1.5979546180888463e-4
"Finkelpearl, Tom",1,2014,1.5979546180888463e-4
Fire Island National Seashore,1,2014,1.5979546180888463e-4
Fires,1,2014,1.5979546180888463e-4
Fiscal policy,1,2014,1.5979546180888463e-4
Fishing,1,2014,1.5979546180888463e-4
Flushing-Queens NY,1,2014,1.5979546180888463e-4
"Foccroulle, Bernard",1,2014,1.5979546180888463e-4
"Ford, Gerald",1,2014,1.5979546180888463e-4
Foreign language learning,1,2014,1.5979546180888463e-4
Forensic sciences,1,2014,1.5979546180888463e-4
"Franklin, Aretha",1,2014,1.5979546180888463e-4
Freedom Rider,1,2014,1.5979546180888463e-4
"Freud, Sigmund (1856-1939)",1,2014,1.5979546180888463e-4
"Fridsma, Steve",1,2014,1.5979546180888463e-4
Fugitives,1,2014,1.5979546180888463e-4
Fund raising,1,2014,1.5979546180888463e-4
Funding,1,2014,1.5979546180888463e-4
Funeral homes,1,2014,1.5979546180888463e-4
Funeral industry,1,2014,1.5979546180888463e-4
Future,1,2014,1.5979546180888463e-4
Gambling,1,2014,1.5979546180888463e-4
"Gandhi, Indira (1917-84)",1,2014,1.5979546180888463e-4
"Garcetti, Eric",1,2014,1.5979546180888463e-4
"Garcia Padilla, Alejandro",1,2014,1.5979546180888463e-4
"Garcia, Mary Carmen Vaquera",1,2014,1.5979546180888463e-4
"Garcia, Sergio",1,2014,1.5979546180888463e-4
Gender,1,2014,1.5979546180888463e-4
Genetic engineering,1,2014,1.5979546180888463e-4
Genetically altered foods,1,2014,1.5979546180888463e-4
Gentrification,1,2014,1.5979546180888463e-4
Geography,1,2014,1.5979546180888463e-4
Gifted children,1,2014,1.5979546180888463e-4
Gifts,1,2014,1.5979546180888463e-4
"Gladstone, William Ewart (1809-98)",1,2014,1.5979546180888463e-4
Globalization,1,2014,1.5979546180888463e-4
Gluten,1,2014,1.5979546180888463e-4
"Goldberg, Evan",1,2014,1.5979546180888463e-4
"Goldman, Francisco",1,2014,1.5979546180888463e-4
"Gomez, Juventino",1,2014,1.5979546180888463e-4
"Gomez, Mike",1,2014,1.5979546180888463e-4
"Goodlatte, Robert W",1,2014,1.5979546180888463e-4
Government aid,1,2014,1.5979546180888463e-4
Government subsidies,1,2014,1.5979546180888463e-4
Governmental reform,1,2014,1.5979546180888463e-4
Graduate students,1,2014,1.5979546180888463e-4
Graduate studies,1,2014,1.5979546180888463e-4
Grammy awards,1,2014,1.5979546180888463e-4
"Granik, Debra",1,2014,1.5979546180888463e-4
Grasses,1,2014,1.5979546180888463e-4
Great Plains,1,2014,1.5979546180888463e-4
"Greenberg, Henry M",1,2014,1.5979546180888463e-4
"Grieder, Erica",1,2014,1.5979546180888463e-4
"Grier, Rosey",1,2014,1.5979546180888463e-4
"Grimes, Alison Lundergan",1,2014,1.5979546180888463e-4
"Gross, Brian",1,2014,1.5979546180888463e-4
Groundwater,1,2014,1.5979546180888463e-4
Group homes,1,2014,1.5979546180888463e-4
Guadalupe Arizona,1,2014,1.5979546180888463e-4
Guaranteed loans,1,2014,1.5979546180888463e-4
"Guardiola, Daniel Dominguez",1,2014,1.5979546180888463e-4
Gulf of California,1,2014,1.5979546180888463e-4
Gulf of Mexico,1,2014,1.5979546180888463e-4
Gypsies,1,2014,1.5979546180888463e-4
Hackers,1,2014,1.5979546180888463e-4
"Hagedorn, Amy",1,2014,1.5979546180888463e-4
Hair,1,2014,1.5979546180888463e-4
Haiti,1,2014,1.5979546180888463e-4
"Hall, Ron",1,2014,1.5979546180888463e-4
"Hamer, Fannie Lou",1,2014,1.5979546180888463e-4
"Hannity, Sean",1,2014,1.5979546180888463e-4
Harlem-New York City NY,1,2014,1.5979546180888463e-4
"Harper, Stephen",1,2014,1.5979546180888463e-4
"Harris, Fredrick C",1,2014,1.5979546180888463e-4
"Hasen, Richard L",1,2014,1.5979546180888463e-4
"Hassan, Yahya",1,2014,1.5979546180888463e-4
Hate,1,2014,1.5979546180888463e-4
Hawaii,1,2014,1.5979546180888463e-4
Hawaiian Gardens California,1,2014,1.5979546180888463e-4
Health care expenditures,1,2014,1.5979546180888463e-4
Health care policy,1,2014,1.5979546180888463e-4
Health education,1,2014,1.5979546180888463e-4
Heavy metal music,1,2014,1.5979546180888463e-4
"Helstein, Hilary",1,2014,1.5979546180888463e-4
"Hensarling, Jeb",1,2014,1.5979546180888463e-4
"Henson, Jim",1,2014,1.5979546180888463e-4
Herbs,1,2014,1.5979546180888463e-4
"Hernandez, Arturo",1,2014,1.5979546180888463e-4
"Hernandez, Marisol",1,2014,1.5979546180888463e-4
Hesse Germany,1,2014,1.5979546180888463e-4
"Higgins, Michael D",1,2014,1.5979546180888463e-4
High rise buildings,1,2014,1.5979546180888463e-4
High school sports,1,2014,1.5979546180888463e-4
Higher education,1,2014,1.5979546180888463e-4
Hip hop music,1,2014,1.5979546180888463e-4
Hispanic owned businesses,1,2014,1.5979546180888463e-4
Hispanic students,1,2014,1.5979546180888463e-4
Historians,1,2014,1.5979546180888463e-4
History,1,2014,1.5979546180888463e-4
"Hochul, Kathleen C",1,2014,1.5979546180888463e-4
Home ownership,1,2014,1.5979546180888463e-4
Homemakers,1,2014,1.5979546180888463e-4
Homophobia,1,2014,1.5979546180888463e-4
"Hooley, Jay",1,2014,1.5979546180888463e-4
Hotels & motels,1,2014,1.5979546180888463e-4
House arrest,1,2014,1.5979546180888463e-4
Housework,1,2014,1.5979546180888463e-4
Housing cooperatives,1,2014,1.5979546180888463e-4
Housing needs,1,2014,1.5979546180888463e-4
Housing subsidies,1,2014,1.5979546180888463e-4
Houston Texas,1,2014,1.5979546180888463e-4
Hudson Valley,1,2014,1.5979546180888463e-4
Human relations,1,2014,1.5979546180888463e-4
Human resource management,1,2014,1.5979546180888463e-4
Hungary,1,2014,1.5979546180888463e-4
Hydraulic fracturing,1,2014,1.5979546180888463e-4
Identification systems,1,2014,1.5979546180888463e-4
"Ilagan, Greggor",1,2014,1.5979546180888463e-4
"Ilves, Toomas",1,2014,1.5979546180888463e-4
Impeachment,1,2014,1.5979546180888463e-4
Imperial County California,1,2014,1.5979546180888463e-4
Imperial Valley,1,2014,1.5979546180888463e-4
Imprisonment,1,2014,1.5979546180888463e-4
Income distribution,1,2014,1.5979546180888463e-4
Income taxes,1,2014,1.5979546180888463e-4
Independence movements,1,2014,1.5979546180888463e-4
Indianapolis Indiana,1,2014,1.5979546180888463e-4
Indigent care,1,2014,1.5979546180888463e-4
Industrial accidents,1,2014,1.5979546180888463e-4
Industrialized nations,1,2014,1.5979546180888463e-4
Influence,1,2014,1.5979546180888463e-4
Information sharing,1,2014,1.5979546180888463e-4
Interest groups,1,2014,1.5979546180888463e-4
Intergenerational relationships,1,2014,1.5979546180888463e-4
Intergovernmental relations,1,2014,1.5979546180888463e-4
International,1,2014,1.5979546180888463e-4
International organizations,1,2014,1.5979546180888463e-4
International relations-US -- Cuba,1,2014,1.5979546180888463e-4
International relations-US -- India,1,2014,1.5979546180888463e-4
International relations-US -- Iraq,1,2014,1.5979546180888463e-4
International relations-US -- Mexico,1,2014,1.5979546180888463e-4
International relations-US -- North Korea,1,2014,1.5979546180888463e-4
International relations-US -- Vietnam,1,2014,1.5979546180888463e-4
International trade,1,2014,1.5979546180888463e-4
Internet access,1,2014,1.5979546180888463e-4
Internships,1,2014,1.5979546180888463e-4
Invasion of privacy,1,2014,1.5979546180888463e-4
Investment policy,1,2014,1.5979546180888463e-4
Irbil Iraq,1,2014,1.5979546180888463e-4
Ireland,1,2014,1.5979546180888463e-4
Irrigation,1,2014,1.5979546180888463e-4
Isle Royale,1,2014,1.5979546180888463e-4
"Israel, Steve",1,2014,1.5979546180888463e-4
Ivory,1,2014,1.5979546180888463e-4
"Jackson, Janet",1,2014,1.5979546180888463e-4
"Jarrett, Valerie",1,2014,1.5979546180888463e-4
Jewish culture,1,2014,1.5979546180888463e-4
Jewish holidays,1,2014,1.5979546180888463e-4
Jewish law,1,2014,1.5979546180888463e-4
Jewish schools,1,2014,1.5979546180888463e-4
"Johnson, Enoch (Nucky)",1,2014,1.5979546180888463e-4
"Johnson, James Weldon",1,2014,1.5979546180888463e-4
Joint operating agreements--JOA,1,2014,1.5979546180888463e-4
"Jonathan, Goodluck",1,2014,1.5979546180888463e-4
"Jones, Edward P",1,2014,1.5979546180888463e-4
Jordan,1,2014,1.5979546180888463e-4
Journalists,1,2014,1.5979546180888463e-4
Judaism,1,2014,1.5979546180888463e-4
Juvenile justice,1,2014,1.5979546180888463e-4
"Kamiya, Gary",1,2014,1.5979546180888463e-4
Kampala Uganda,1,2014,1.5979546180888463e-4
Karachi Pakistan,1,2014,1.5979546180888463e-4
"Kasich, John R",1,2014,1.5979546180888463e-4
"Katzmann, Robert A",1,2014,1.5979546180888463e-4
Kensington-Brooklyn NY,1,2014,1.5979546180888463e-4
"Khananashvili, Alexander",1,2014,1.5979546180888463e-4
Kim Jong Un,1,2014,1.5979546180888463e-4
King City California,1,2014,1.5979546180888463e-4
"Kinzinger, Adam",1,2014,1.5979546180888463e-4
Kiosks,1,2014,1.5979546180888463e-4
"Koch, David",1,2014,1.5979546180888463e-4
"Kohver, Eston",1,2014,1.5979546180888463e-4
Korea,1,2014,1.5979546180888463e-4
Koreatown-Los Angeles CA,1,2014,1.5979546180888463e-4
Kosher food,1,2014,1.5979546180888463e-4
Kosovo,1,2014,1.5979546180888463e-4
"Kristofferson, Kris",1,2014,1.5979546180888463e-4
Laboratories,1,2014,1.5979546180888463e-4
Lake Erie,1,2014,1.5979546180888463e-4
Lamu Island,1,2014,1.5979546180888463e-4
Land settlement,1,2014,1.5979546180888463e-4
Landmarks,1,2014,1.5979546180888463e-4
Language acquisition,1,2014,1.5979546180888463e-4
Language maintenance,1,2014,1.5979546180888463e-4
"Lankford, James",1,2014,1.5979546180888463e-4
Latin American history,1,2014,1.5979546180888463e-4
Law schools,1,2014,1.5979546180888463e-4
Lead content,1,2014,1.5979546180888463e-4
Lead poisoning,1,2014,1.5979546180888463e-4
"Lee, Ed",1,2014,1.5979546180888463e-4
"Lee, Spike",1,2014,1.5979546180888463e-4
Leesburg Virginia,1,2014,1.5979546180888463e-4
Legal arguments,1,2014,1.5979546180888463e-4
Legal counsel,1,2014,1.5979546180888463e-4
Legal reform,1,2014,1.5979546180888463e-4
Legal services,1,2014,1.5979546180888463e-4
Legalized gambling,1,2014,1.5979546180888463e-4
Legislation -- California,1,2014,1.5979546180888463e-4
Legislation -- New York,1,2014,1.5979546180888463e-4
Legislation -- Virginia,1,2014,1.5979546180888463e-4
"Leon, Gregorio M",1,2014,1.5979546180888463e-4
"Lesser, Richard I",1,2014,1.5979546180888463e-4
Letters to the editor,1,2014,1.5979546180888463e-4
"Levandowski, Anthony",1,2014,1.5979546180888463e-4
"Leviov, Simon",1,2014,1.5979546180888463e-4
Lexington County South Carolina,1,2014,1.5979546180888463e-4
Liability,1,2014,1.5979546180888463e-4
Libya,1,2014,1.5979546180888463e-4
Litter,1,2014,1.5979546180888463e-4
"Livni, Tzipi",1,2014,1.5979546180888463e-4
Local elections -- Los Angeles County California,1,2014,1.5979546180888463e-4
Local elections -- Whittier California,1,2014,1.5979546180888463e-4
Local products,1,2014,1.5979546180888463e-4
Long Beach California,1,2014,1.5979546180888463e-4
"Lopez, Linda",1,2014,1.5979546180888463e-4
Louisiana,1,2014,1.5979546180888463e-4
"Lovato, Demi",1,2014,1.5979546180888463e-4
Lutheran churches,1,2014,1.5979546180888463e-4
Luxembourg,1,2014,1.5979546180888463e-4
Malaysia,1,2014,1.5979546180888463e-4
Mali,1,2014,1.5979546180888463e-4
Mandalay Myanmar,1,2014,1.5979546180888463e-4
Manslaughter,1,2014,1.5979546180888463e-4
Maricopa County Arizona,1,2014,1.5979546180888463e-4
Marijuana,1,2014,1.5979546180888463e-4
Marketing,1,2014,1.5979546180888463e-4
"Martinez, Mel",1,2014,1.5979546180888463e-4
"Martinez, Susana",1,2014,1.5979546180888463e-4
Maryland,1,2014,1.5979546180888463e-4
Mascots,1,2014,1.5979546180888463e-4
Massage,1,2014,1.5979546180888463e-4
McAllen Texas,1,2014,1.5979546180888463e-4
"McCain, John",1,2014,1.5979546180888463e-4
"McCaskill, Claire",1,2014,1.5979546180888463e-4
"McConville, Jean",1,2014,1.5979546180888463e-4
"McCrae, John",1,2014,1.5979546180888463e-4
"McDaniel, Wanda",1,2014,1.5979546180888463e-4
"McGovern, George",1,2014,1.5979546180888463e-4
"McKeon, Howard",1,2014,1.5979546180888463e-4
Meat products,1,2014,1.5979546180888463e-4
Medical malpractice,1,2014,1.5979546180888463e-4
Medical personnel,1,2014,1.5979546180888463e-4
Medical research,1,2014,1.5979546180888463e-4
Melbourne Victoria Australia,1,2014,1.5979546180888463e-4
Members of Parliament,1,2014,1.5979546180888463e-4
Memberships,1,2014,1.5979546180888463e-4
Memorials & monuments,1,2014,1.5979546180888463e-4
"Menino, Thomas M",1,2014,1.5979546180888463e-4
"Merrill, James",1,2014,1.5979546180888463e-4
"Meruelo, Alex",1,2014,1.5979546180888463e-4
Metadata,1,2014,1.5979546180888463e-4
Metropolitan areas,1,2014,1.5979546180888463e-4
"Metts, James R",1,2014,1.5979546180888463e-4
"Mewes, Jason",1,2014,1.5979546180888463e-4
"Meyer, Urban",1,2014,1.5979546180888463e-4
Miami Florida,1,2014,1.5979546180888463e-4
Middle schools,1,2014,1.5979546180888463e-4
Military air strikes,1,2014,1.5979546180888463e-4
Military draft,1,2014,1.5979546180888463e-4
Military policy,1,2014,1.5979546180888463e-4
Military reserves,1,2014,1.5979546180888463e-4
"Mill, John Stuart (1806-73)",1,2014,1.5979546180888463e-4
"Miller, Brian",1,2014,1.5979546180888463e-4
"Miller, Bruce",1,2014,1.5979546180888463e-4
"Miner, Stephanie A",1,2014,1.5979546180888463e-4
Minority owned businesses,1,2014,1.5979546180888463e-4
Missing persons,1,2014,1.5979546180888463e-4
Missouri,1,2014,1.5979546180888463e-4
Mixed use developments,1,2014,1.5979546180888463e-4
Monetary unions,1,2014,1.5979546180888463e-4
Money laundering,1,2014,1.5979546180888463e-4
"Monis, Man Haron",1,2014,1.5979546180888463e-4
Monterrey Mexico,1,2014,1.5979546180888463e-4
"Montoya, Richard",1,2014,1.5979546180888463e-4
Morocco,1,2014,1.5979546180888463e-4
Mortgage rates,1,2014,1.5979546180888463e-4
"Motion pictures -- Interview, The",1,2014,1.5979546180888463e-4
Motion pictures -- Stray Dog,1,2014,1.5979546180888463e-4
Motion pictures -- Water & Power,1,2014,1.5979546180888463e-4
Mountains,1,2014,1.5979546180888463e-4
"Mullally, Megan",1,2014,1.5979546180888463e-4
Multiracial people,1,2014,1.5979546180888463e-4
"Mulvaney, John (Mick)",1,2014,1.5979546180888463e-4
"Munro, Alice",1,2014,1.5979546180888463e-4
Names,1,2014,1.5979546180888463e-4
Nantucket Sound,1,2014,1.5979546180888463e-4
"Napolitano, Janet",1,2014,1.5979546180888463e-4
"Nashashibi, Rami",1,2014,1.5979546180888463e-4
Nashville Tennessee,1,2014,1.5979546180888463e-4
Natural gas,1,2014,1.5979546180888463e-4
Natural gas reserves,1,2014,1.5979546180888463e-4
Nature,1,2014,1.5979546180888463e-4
Nebraska,1,2014,1.5979546180888463e-4
Negative campaigning,1,2014,1.5979546180888463e-4
"Nemmouche, Mehdi",1,2014,1.5979546180888463e-4
Net losses,1,2014,1.5979546180888463e-4
"Netanyahu, Benjamin",1,2014,1.5979546180888463e-4
New Lebanon New York,1,2014,1.5979546180888463e-4
Newfoundland & Labrador Canada,1,2014,1.5979546180888463e-4
"Nguyen, Lee",1,2014,1.5979546180888463e-4
Nha Trang Vietnam,1,2014,1.5979546180888463e-4
Nielsen ratings,1,2014,1.5979546180888463e-4
Nightclubs,1,2014,1.5979546180888463e-4
"Nixon, Richard M",1,2014,1.5979546180888463e-4
Nonfiction,1,2014,1.5979546180888463e-4
North Dakota,1,2014,1.5979546180888463e-4
Nostalgia,1,2014,1.5979546180888463e-4
Novels,1,2014,1.5979546180888463e-4
"Nunes, Devin",1,2014,1.5979546180888463e-4
"Nunn, Michelle",1,2014,1.5979546180888463e-4
Nuns,1,2014,1.5979546180888463e-4
Nurses,1,2014,1.5979546180888463e-4
Nutrition education,1,2014,1.5979546180888463e-4
"O Malley, Martin",1,2014,1.5979546180888463e-4
Oakland California,1,2014,1.5979546180888463e-4
Obesity,1,2014,1.5979546180888463e-4
Odessa Ukraine,1,2014,1.5979546180888463e-4
"Offerman, Nick",1,2014,1.5979546180888463e-4
Offshore oil exploration & development,1,2014,1.5979546180888463e-4
Oil reserves,1,2014,1.5979546180888463e-4
Oil shale,1,2014,1.5979546180888463e-4
Oklahoma,1,2014,1.5979546180888463e-4
"Olatoye, Shola",1,2014,1.5979546180888463e-4
Olympic games,1,2014,1.5979546180888463e-4
Opera,1,2014,1.5979546180888463e-4
Oral history,1,2014,1.5979546180888463e-4
"Orfield, Gary",1,2014,1.5979546180888463e-4
Organized crime,1,2014,1.5979546180888463e-4
Outdoor air quality,1,2014,1.5979546180888463e-4
"Owens, Doug",1,2014,1.5979546180888463e-4
"Padilla, Alex",1,2014,1.5979546180888463e-4
Palm Springs California,1,2014,1.5979546180888463e-4
Panama,1,2014,1.5979546180888463e-4
Papua New Guinea,1,2014,1.5979546180888463e-4
